"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"GQ02"	"GQ02_01"	"GQ02_02"	"GQ02_03"	"GQ02_04"	"GQ02_05"	"GQ02_06"	"GQ02_09"	"GQ02_10"	"GQ02_07"	"GQ02_07a"	"BI01"	"BI02"	"BI04_01"	"BI05"	"BI05_01"	"BI05_02"	"BI05_03"	"BI05_04"	"BI05_05"	"BI05_06"	"BI05_07"	"BI05_08"	"BI05_09"	"BI05_10"	"BI05_11"	"BI05_12"	"BI05_13"	"BI05_14"	"BI05_15"	"BI05_16"	"BI05_17"	"BI05_18"	"BI05_19"	"BI05_20"	"BI05_21"	"BI05_22"	"BI05_23"	"BI05_24"	"BI05_27"	"BI05_25"	"BI05_25a"	"BI05_26"	"BI06_01"	"BI07"	"BI08"	"BI08_01"	"BI08_02"	"BI08_03"	"BI08_04"	"BI08_05"	"BI08_06"	"BI08_07"	"BI08_08"	"BI08_09"	"BI08_10"	"BI08_11"	"BI08_11a"	"BI08_12"	"BI09"	"BI09_01"	"BI09_01a"	"BI09_02"	"BI09_03"	"BI09_04"	"BI09_05"	"BI09_06"	"BI09_07"	"BI09_08"	"BI09_08a"	"BI10"	"BI11"	"PR01"	"PR01_01"	"PR01_02"	"PR01_03"	"PR01_04"	"PR01_05"	"PR01_05a"	"PR01_06"	"PR03"	"PR07_02"	"PR07_03"	"PR07_04"	"PR07_05"	"PR07_06"	"PR07_07"	"PR07_08"	"PR07_09"	"PR07_10"	"PR07_01"	"DS04"	"DS09"	"DS10"	"DS11"	"DS11_01"	"DS11_02"	"DS11_03"	"DS11_04"	"DS11_05"	"DS11_06"	"DS11_06a"	"DS13_01"	"DS13_02"	"DS13_03"	"DS13_04"	"DS13_05"	"DS13_06"	"DS13_07"	"DS13_08"	"DS13_09"	"DS13_10"	"DS13_11"	"DS13_12"	"DS02_01"	"DS02_02"	"DS02_03"	"DS02_04"	"DS02_05"	"DS02_06"	"NA01"	"NA01_04"	"NA02"	"NA02_06"	"NA03"	"NA04"	"NA05"	"NA05_01"	"NA05_02"	"NA05_03"	"NA05_04"	"NA05_05"	"NA05_06"	"NA05_06a"	"NA06"	"NA07"	"SP01"	"SP01_01"	"SP01_02"	"SP01_03"	"SP01_04"	"SP01_05"	"SP01_06"	"SP01_06a"	"SP01_07"	"PD01_01"	"PD02"	"PD10"	"PD04"	"PD04_07"	"PD05_01"	"PD06"	"PD06_07"	"PD06_08"	"PD07"	"PD07_06"	"PD08"	"PD09"	"PD09_01"	"PD09_02"	"PD09_03"	"PD12_01"	"FB01_01"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
916	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 09:58:47	4	T	T	F	T	F	T	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		2	T	T	F	F	F		F	4	6	6	2	6	2	6	2	5	2	6	1	4	3	1	F	F	T	F	F	F		7	7	5	5	2	2	5	2	4	4	2	5	2	6	7	7	2	1	3		1		3	1	1		T	F	F	F	F		3	2	3	T	T	T	F	F	F		F	53	2	1	6		20	8		"Developmental Psychology"	5		2	1	T	F	F			7	15	10	34		23	24		71	86	6	81	117	215	35	26	8	9	79	16	771		2020-12-15 10:13:10	T	F	20	20	3	1	0.87	8
917	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:00:08	2	T	T	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	T	F	F	F		F	4	5	6	4	3	3	5	4	5	1	2	2	2	5	2	F	T	F	F	F	T	"At present sharing the raw data is not covered in my ethics agreements"	6	5	6	6	6	3	6	1	3	5	5	1	4	4	5	2	2	3	1		1		2	2										2	1	F	F	F	F	F	T	"Cogent in Matlab"	F	40	2	1	1		17	9			5		2	1	T	F	F	"UK"		3297	9	4	16		9	13		26	63	28	72	35	52	23		9	13	35	9	438		2020-12-15 11:02:02	T	F	20	20	2	0	1.09	12
918	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:00:10	8	T	T	T	T	T	T	T	T	F		1	2																																															1	F		F	F	T	F	F	F	F		4		2	F	T	T	F	F		F	5	2	2	1	3	1	1	1	1	1	7	1	5	2	1	F	T	F	F	F	F		5	7	5	5	1	1	1	1	2	2	1	1	7	7	7	7	1	1	2		1		2	1	1		T	F	F	F	F		2	2	3	T	T	T	F	F	F		F	58	1	1	4		30	6			5		1	3	T	T	T			13	24	5	5		13	13		12	3173	6	63	17	58	27	11	6	9	103	20	476		2020-12-15 10:59:48	T	F	20	20	3	1	1.22	16
919	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:00:31	5	T	T	F	T	F	F	T	T	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	T	F	F	F	F		F	3	6	5	4	5	4	4	4	4	4	4	1	4	1	1	F	F	T	F	F	F		5	6	2	4	3	2	2	2	2	2	2	2	2	5	6	6	5	2	1		2		4	2										3	1	T	F	F	F	F	F		F	49	2	1	3		20	4			10		1	2	F	T	T			13	24	4	12		7	10		16	36	8	60	38	62	37		7	9	40	6	389		2020-12-15 10:07:00	T	F	20	20	4	1	1.37	22
923	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:07:29	4	T	T	F	F	F	F	T	F	T	"Advanced diffusion MRI, q-space trajectory imaging"	1	1	50	2	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	4	5	3	T	F	F	F	F	T	T	F	F	F	F		F												5		1	F	F	F	F	F		T	3	6	5	6	6	4	5	2	4	1	5	2	4	4	2	T	T	F	F	F	F		3	2	2	2	4	1	2	1	2	1	1	1	5	7	1	5	1	1	2		2		2	1	2	T		T	F	F	F		2	2	1	F	F	F	F	F	F		T	39	1	1	2		12	8		"Developing analysis methods"	10		3	1	F	F	T	"Sweden"		953	28	4	7	310		11		21	81	7	61	59	42	23	11	5	10	71	40	569		2020-12-15 10:36:33	T	F	20	20	2	0	1.02	11
924	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:09:40	1	F	F	F	T	F	F	F	F	F		1	2																																															1	F		F	T	F	F	F	F	F		5		2	T	T	F	F	F		F	4	5	2	4	5	2	4	4	5	4	4	1	4	3	3	T	T	T	F	F	F		3	3	5	5	5	4	5	4	5	5	5	5	6	2	1	1	2	1	1		6	"EEGlab"	2	1	1	T	F	F	F	F	F		3	1	2	F	T	T	F	F	F		F	42	1	1	6		15	9			9		1	2	T	T	F			4	10	4	12		26	11		11	72	10	71	25	61	30	12	5	7	61	9	441		2020-12-15 10:17:01	T	F	20	20	3	1	1.32	24
925	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:11:54	2	T	T	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		2	T	F	F	F	T	"www.drks.de"	F	4	4	3	2	5	1	5	6	5	1	4	2	2	4	1	F	F	T	F	F	F		5	5	3	3	5	2	6	2	5	6	6	2	3	5	6	5	2	2	1		1		2	1	1		F	F	F	F	T	"DPARSF"	3	2	1	T	F	F	F	F	F		F	34	2	1	5		8	1			3		1	2	T	T	F	"Germany"		84	9	5	39		10	163		66	78	12	57	31	70	36	46	17	7	76	17	674		2020-12-15 10:25:37	T	F	20	20	2	0	0.83	6
927	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:12:42	3	T	T	F	F	F	F	T	F	F		1	1	100	2	F	F	F	F	F	F	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	5	2	T	F	F	F	F	F	T	F	F	F	F		F												5		1	F	T	F	F	F		F	5	2	3	5	3	2	3	2	5	1	2	1	1	4	1	F	F	F	F	F	T	"GDPR makes it harder to share"	3	3	2	4	5	2	3	2	5	3	3	6	2	5	6	7	2	2	3		2		1	1	2	T		F	F	T	F		2	2	1	T	F	F	F	F	F		F	39	1	1	6		15	3			9		1	2	T	T	F	"Germany"		38	9	3	4	67		14		21	103	8	81	53	153	1071	15	9	8	84	12	712		2020-12-15 10:41:55	T	F	20	20	2	0	1.04	13
928	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:15:36	5	T	T	F	T	F	F	F	T	T	"MRS"	2	2																																															1	F		F	F	T	F	F	F	F		4		2	F	T	T	F	F		F	4	3	2	2	1	3	3	2	3	1	3	1	5	1									5	6	2	2	1	1	2	1	3	2	2	5	2	7	2	6	1	1	2		6	"FMRI prep"	3	1	1	T	F	F	F	F	F		3	3	3	F	T	T	F	T	F		F	50	1	2	6		25	1			5		1	1	F	T	F	"US"		20	19	10	23		18	14		20	61	5	77		66	44	14	6	8	50	11	466		2020-12-15 10:23:22	T	F	20	20	2	0	1.07	9
929	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:15:45	2	T	T	F	F	F	F	F	F	F		1	1	800	1	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	1.5	5	2	F	F	F	F	F	F	T	T	F	F	F		F												3		2	F	T	F	T	F		F	5	2	2	2	6	1	1	1	2	1	3	1	5	1									5	6	1	1	1	1	1	1	2	2	2	1	7	2	3	1	1	1	2		1		2	1	2		T	T	F	F	F		4	2	1	F	F	F	F	T	F		F	30	2	1	7	"Communication Science"	7	8		"Social Neuroscience"	9		3	1	T	F	F			28	10	4	7	58		22		17	66	5	69		57	27	10	9	17	101	23	530		2020-12-15 10:24:35	T	F	20	20	3	1	1.11	10
930	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:16:48	5	T	T	T	F	F	F	T	T	F		1	1	100	3	F	F	F	F	F	F	F	F	T	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F		F	3	3	1	F	F	F	F	F	F	F	F	T	F	F		F												2	3	1	F	F	T	F	F		F	3	6	5	5	6	4	5	4	4	2	3	1	2	3	3	F	T	F	T	T	F		6	6	6	6	4	3	4	4	5	4	4	5	3	5	6	6	3	3	1		1		2	1	2		T	F	F	T	F		4	2	2	F	T	F	F	F	T	"matlab homemade programs"	F	46	1	1	4		22	7	"radiology"		10		1	3	T	T	T	"France"		10	12	6	6	171		9	16	32	74	6	64	27	67	18	26	8	27	71	15	560		2020-12-15 10:27:53	T	F	20	20	2	0	1.1	12
931	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:18:44	2	T	T	F	F	F	F	F	F	F		1	1	1	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"BrainVoyager"	F	0.5	4	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	F	F	F	F		T	3	6	5	1	4	4	5	4	4	2	4	2	4	4	1	F	F	F	F	F	T	"In previous studies, this had not been included in the ethics application and consent was not obtained from participants. In current and future studies, we have included this in the ethics and collect informed consent from participants, so that sharing is allowed."	5	4	6	5	3	2	4	2	2	4	4	4	4	4	3	7	2	4	2		1		2	1	1		F	F	T	F	F		4	2	3	F	F	T	F	T	T	"Custom C++ code"	F	33	2	1	7	"Combination of neuroscience, psychology, and biology"	10	9			9		2	2	T	T	F		"Regarding the preregistration: the reason I chose that I fear it takes a lot of time is not the time it takes to write and submit the preregistration, but the time it takes to get through peer review (if submitted to a journal that provides peer review of pregistered reports). As a PhD student or postdoc, you often cannot afford this. Back then I didn't know there were platforms like OSF or Aspredicted, where there is no peer review but at least a preregistration that one can refer to. Knowing this now (and having less time pressure) I'm considering preregistering my next study, either at such a platform or even with a journal."	88	18	4	25	792		16		52	99	17	82	108	115	26	12	14	31	94	635	801		2020-12-15 10:55:52	T	F	20	20	2	1	0.62	2
932	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:27:34	3	T	T	F	T	F	F	F	F	F		1	1	400	2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		F	4	5	1	F	F	F	F	F	F	F	F	F	T	F		F												5		1	F	T	F	F	F		F	4	4	1	7	4	1	5	1	1	4	1	1	5	3	1	F	F	T	F	F	F		4	4	1	1	1	1	1	4	1	1	1	1	6	6	1	7	1	1	2		6	"EEGLAB"	1	1	3	F	T	F	F	T	T	"FieldTrip"	3	2	3	T	F	T	F	T	F		F	44	1	1	6		20	9			10		1	2	T	F	T	"uk"		9	10	6	6	115		18		10	87	6	69	15	59	30	40	10	11	58	7	566		2020-12-15 10:37:00	T	F	20	20	2	0	1.27	18
934	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:29:38	3	F	T	F	F	F	F	T	F	T	"SEEG"	1	1	100	1	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	4	1	F	F	F	F	F	F	F	F	F	F	F		T												3		1	F	F	F	F	F		T	4	4	4	2	4	6	5	2	2	2	4	1	4	3	1	T	F	F	F	F	F		4	4	4	4	4	4	4	4	4	4	4	4	3	6	6	6	4	1	2		6	"many"	1	1	3	T	T	F	T	F	F		3	2	1	F	F	F	F	F	F		T	42	2	1	2		20	6			10		1	1	F	F	T	"France"		45	26	8	6	60		15		19	111	10	72	11	48	61	41	5	8	105	25	676		2020-12-15 10:40:55	T	F	20	20	2	0	1.02	12
935	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:30:21	4	T	F	F	T	F	F	T	F	T	"simultaneous EEG-fMRI"	2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	T	F	F		F	4	6	6	5	6	1	6	2	6	2	6	1	4	1									5	5	2	5	1	1	4	1	6	2	5	5	2	6	6	6	3	1	1		4		1	1	1	T	F	F		F	F		3	1	1	T	F	F	F	F	F		F	43	1	1	3		20	1			10		1	1	F	T	F	"Germany"		9	39	6	24		15	29		39	150	29	71		82	49	19	9	8	58	10	646		2020-12-15 10:41:07	T	F	20	20	2	0	0.91	8
937	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:36:24	6	T	T	F	T	T	F	T	T	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	F	F	F		T	4	6	6	7	7	7	7	2	2	6	4	2	3	4	3	T	T	F	T	F	F		6	6	6	5	1	1	6	6	6	2	2	6	4	5	6	7	4	1	1		1		3	1	3		T	T	F	T	F		3	1	1	T	F	F	F	F	F		F	60	1	2	2		31	9			5		3	3	T	T	T			20	27	11	51		12	27		90	158	52	255	43	191	64	31	13	22	126	28	1221		2020-12-15 10:56:45	T	F	20	20	3	1	0.54	2
938	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:38:17	3	T	T	F	F	F	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	T	F	F	F	F		F	4	4	4	2	2	2	4	2	2	1	6	1	4	2	1	F	F	T	F	F	F		6	6	4	4	2	2	2	1	5	5	3	3	5	5	5	5	5	5	3		1		2	1	1		T	F	F	F	F		4	1	1	T	F	F	F	F	F		F	50	1	2	3		25	1			5		1	1	F	T	F	"Turkey"		6	11	10	19		8	11		18	60	6	31	19	58	27	8	10	14	41	27	384		2020-12-15 10:44:41	T	F	20	20	2	0	1.35	23
940	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 10:47:29	2	T	T	F	F	F	F	F	F	F		2	2																																															1	F		F	T	F	F	F	F	F		4		1	F	F	T	F	F		F	4	5	7	1	1	1	4	3	6	1	1	1	5	2	1	F	F	F	F	F	T	"Does not apply"	5	5	5	5	3	1	2	1	4	1	1	2	7	5	4	1	1	1	2		2		1	1	1	T		F	F	F	F		2	1	1	F	F	F	F	F	F		T	41	1	1	4		14	9			10		1	2	T	F	T	"Germany"		18	9	12	29		9	16		24	60	4	49	29	443	25	111	14	11	149	8	546		2020-12-15 11:04:29	T	F	20	20	2	0	1.03	13
943	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 11:00:38	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	F	F	T	F	F		5		1	F	F	F	F	F		T	5	5	4	3	2	2	2	2	4	4	2	2	3	3	4	F	T	T	T	T	F		5	4	2	2	6	1	1	5	4	5	5	3	2	5	5	6	4	1	2		2		2	1	2	T		T	F	F	F		3	2	1	F	F	F	F	F	F		T	34	2	1	5		10	9			3		2	1	T	F	F	"Germany"		100	9	3	28		14	10		32	71	19	78	17	70	23	22	9	7	64	15	591		2020-12-15 11:10:29	T	F	20	20	2	0	1.03	9
944	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 11:09:43	2	T	T	F	F	F	F	F	F	F		2	2																																															3	T	"SPM pipeline"	T	F	F	F	T	F	F		5		1	F	F	T	F	F		F	5	3	1	5	2	4	5	3	3	1	4	1	4	2	1	F	F	F	F	T	F		5	5	2	2	2	2	4	6	2	6	2	6	6	5	6	6	3	2	3		1		1	1	3		T	T	F	F	T	"Freesurfer"	4	1	2	T	F	T	F	F	F		F	45	2	1	6		10	9			10		2	3	T	T	T	"Currently in EU Britain, but stupidly soon to be out of EU Britain"		19	2355	5	25		23	10		12	188	6	50	15	54	26	32	6	15	206	6	711		2020-12-15 12:00:36	T	F	20	20	2	0	1.08	14
945	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 11:12:25	4	T	T	F	F	F	F	T	T	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	T	F	F		F	3	5	5	3	7	2	5	2	2	4	4	2	3	2	1	F	F	F	F	F	T	"na"	6	6	6	6	6	5	6	4	6	2	3	7	1	5	6	7	2	2	1		1		3	1	1		T	F	F	F	F		3	3	1	F	T	F	F	F	F		F	37	2	1	1		14	5			10		1	2	T	T	F			7	11	5	57		13	11		26	64	1827	76	16	41	23	9	8	6	55	7	444		2020-12-15 11:50:07	T	F	20	20	3	1	1.31	22
946	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 11:15:59	3	T	T	T	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		2	3	1	F	F	F	F	F		T	3	7	6	6	6	4	6	4	4	4	1	1	3	1									6	7	5	6	4	4	5	4	4	4	4	4	4	4	6	6	4	1	3		1		3	1	1		T	F	F	F	F		4	1	1	F	F	F	F	F	T	"PowerPoint"	F	49	1	1	3		18	1			9		1	1	F	T	F			1351	120	7	21		26	23	12	17	78	5	68		6722	33	20	8	57	82	27	583		2020-12-15 13:40:36	T	F	20	20	3	1	0.72	3
947	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 11:35:41	2	T	T	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	F	F	F		T	3	7	1	7	6	1	3	3	7	2	7	1	3	3	1	F	F	F	F	F	T	"I  don´t know. I guess they don´t care."	7	7	3	2	7	1	7	4	2	6	5	7	1	7	7	7	1	1	1		1		2	1	1		F	F	T	F	F		3	3	1	T	F	F	F	F	F		F	42	1	1	6		15	9			5		2	1	T	F	F	"Spain"	"Most of the times, time is the main limitation."	26	11	37	46		99	14		69	114	78	243	37	645	29	23	18	48	70	54	898		2020-12-15 12:03:23	T	F	20	20	0	0	0.52	1
949	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 11:54:36	1	T	F	F	F	F	F	F	F	F		1	1	100	2	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	3	5	1	F	F	F	F	F	F	T	F	F	F	F		F												3		1	F	F	F	F	F		T	4	7	3	6	3	1	1	1	1	1	6	1	5	4	2	F	F	T	T	F	F		6	4	5	2	1	1	1	1	1	1	1	1	7	4	4	4	2	1	2		6	"nilearn"	1	1	1	T	F	F	F	F	F		2	2	1	F	F	F	F	F	T	"expyriment"	F	52	1	1	2		30	9			6	"Research Scientist"	6	1	T	F	F	"france"	"I am very supportive of initiatives such as openneuro, fmriprep, etc.
When I used them, there were rough edgesn but they are getting better. 
My contribution is limited to providing bug reports becuase I unfortunately lack time. 

The legal issues are serious. If I ask lawers at my institution, the answer is 'no you cannot share' (RGPD, etc.). Still, I want to do it more and more. It is complicated."	10	7	4	4	51		25		10	99	4	65	37	60	21	9	6	16	55	193	499		2020-12-15 12:05:53	T	F	20	20	0	0	1.36	26
952	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 12:30:12	4	T	T	F	T	T	F	F	F	F		1	2																																															1	F		F	F	F	F	F	T	F		3		1	F	F	F	F	F		T	2	6	5	3	6	1	2	5	6	4	6	1	5	3	1	F	F	F	F	F	T	"N/A"	2	2	2	2	2	2	2	2	2	2	2	2	7	1	6	1	1	1	3		1		1	2	0		F	F	F	F	F		-9	2	1	F	F	T	F	F	F		F	34	1	2	6		9	9			10		2	1	T	F	F	"UK"		29	9	4	9		11	11		5	55	4	38	22	15	18	3	6	5	57	5	306		2020-12-15 12:35:18	T	F	20	20	5	4	1.83	54
953	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 12:37:38	4	T	T	F	T	T	F	F	F	F		1	1	40	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	1	5	1	F	F	F	F	F	F	T	F	F	F	F		F												5		2	F	T	T	F	F		F	5	1	1	1	1	1	1	1	1	1	7	1	5	2	1	F	F	F	F	F	T	"I AM allowed"	3	3	3	2	2	1	2	1	1	2	2	2	5	7	6	6	2	1	2		3		3	1	3	T	F		T	F	T	"Mnepython, freesurfer, nipype, field trip"	1	2	1	F	F	T	F	F	F		F	52	1	2	6		25	9			5		1	3	T	T	T			21	29	8	5	80		13		16	59	7	88	59	60	38	102	5	10	70	4	588		2020-12-15 12:48:52	T	F	20	20	3	1	1.14	18
955	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 12:49:22	2	T	F	F	F	T	F	F	F	F		1	2																																															1	F		F	F	F	F	F	F	T	"I use BIDS to share full data, but bespoke structure for analysis"	4		1	F	F	F	F	F		T	2	5	6	2	5	1	1	4	6	2	4	1	5	4	1	F	F	F	F	F	T	"Older data lacks appropriate consent"	3	1	1	1	1	1	1	3	2	1	1	1	7	4	4	3	1	1	3		6	"MEG data: Oxford toolbox, with SPM; fMRI: SPM with AFNI support"	1	1	2	T	F	T	F	F	F		2	2	2	F	F	T	F	T	F		F	37	1	1	6		15	9			9		2	1	T	F	F	"UK"		345	6	3	11		33	12		7	58	5	35	15	35	46	18	5	7	44	8	370		2020-12-15 13:00:55	T	F	20	20	2	0	1.47	28
957	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 13:46:08	5	T	T	T	T	F	F	T	F	F		1	2																																															1	F		F	F	F	T	F	F	F		4		2	F	T	T	F	F		F	4	2	2	5	2	2	2	4	3	2	4	1	4	1									3	2	2	2	3	1	2	2	2	3	4	3	2	6	6	5	2	2	1		1		3	2										3	2	T	F	F	T	F	F		F	52	1	1	3		24	1			5		1	3	T	T	T	"Germany"		24	16	5	12		9	18		24	70	20	70		307	33		12	13	47	21	701		2020-12-15 13:57:49	T	F	20	20	2	0	0.92	5
959	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 14:07:29	2	T	F	F	T	F	F	F	F	F		1	2																																															2	F		F	T	T	F	F	F	F		5		1	F	T	F	F	F		F	5	5	3	5	1	1	2	5	5	3	5	2	5	1									5	5	1	1	4	1	4	4	5	5	5	5	7	2	2	2	2	1	1		1		3	2										2	1	F	T	F	F	F	F		F	39	2	2	6		12	9			3		1	1	T	F	F	"Norway"		66	15	5	24		21	12		21	95	36	53		67	40		12	13	99	23	602		2020-12-15 14:17:31	T	F	20	20	2	0	0.79	1
962	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 14:28:43	3	T	T	F	T	F	F	F	F	F		1	1	80	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	1	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	T	F	F	F		F	5	2	2	3	4	1	1	1	1	1	5	1	1	4	2	T	F	T	F	F	F		3	4	1	1	1	1	1	1	1	1	1	1	2	5	6	6	6	1	2		1		2	2										2	2	T	F	T	F	F	F		F	43	2	1	1		15	9			10		2	3	T	T	T			129	14	6	35	68		17		38	76	32	109	31	64	46		17	12	89	36	819		2020-12-15 14:42:22	T	F	20	20	3	1	0.68	0
963	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 14:41:38	3	T	T	F	T	F	F	F	F	F		1	2																																															1	F		F	T	F	F	F	F	F		4		1	F	F	F	F	T	"DRKS"	F	2	5	3	2	6	4	2	3	4	4	2	1	5	5	1	F	F	F	F	F	T	"GDPR restrictions"	4	7	3	4	2	4	5	4	5	2	3	4	4	4	6	7	6	5	1		1		1	1	1		F	F	F	F	T	"multiple toolboxes for functional connectivity and ICA"	2	2	2	T	F	F	F	T	F		F	36	2	1	6		11	9			3		1	2	T	T	F			6	16	5	5		14	11		49	57	5	45	17	68	40	89	6	10	53	42	465		2020-12-15 14:50:36	T	F	20	20	3	1	1.26	22
964	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 14:58:03	3	T	T	F	F	F	F	T	F	F		1	2																																															3	F		F	T	F	F	T	T	F		5		1	F	F	F	F	F		T	2	5	1	6	6	5	5	1	1	1	2	1	4	1									5	2	5	1	1	1	2	1	5	3	5	5	6	2	5	5	2	2	3		1		1	1	2		T	F	F	F	T	"Freesurfer"	2	1	2	T	T	F	F	F	F		F	33	1	2	5		9	3			3		1	1	F	T	F	"United States"		26	9	5	17		21	8		11	60	5	59		62	27	21	8	8	72	17	436		2020-12-15 15:05:20	T	F	20	20	2	0	1.16	11
965	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 15:03:05	4	T	F	F	T	F	T	F	T	F		2	2																																															1	F		F	F	F	F	T	F	F		5		1	F	F	F	F	F		T	3	5	5	5	5	5	5	4	2	3	5	1	4	2	1	F	F	T	F	F	F		5	6	6	6	6	4	6	2	5	6	2	4	4	5	6	6	4	3	2		1		2	1	1		F	F	T	F	F		2	1	1	T	F	F	F	F	F		F	65	2	1	7	"Neuropsychologist"	40	8		"Neuropsychology "	5		2	2	T	T	F	"Germany "		50	31	8	10		64	5		53	123	10	98	25	11052	38	18	20	16	181	63	831		2020-12-15 18:20:50	T	F	20	20	2	0	0.72	6
966	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-15 15:20:52	3	T	T	T	F	F	F	F	F	F		1	1	6	1	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	5	1	F	F	F	F	F	F	T	F	F	F	F		F												5		1	F	F	F	F	F		T	2	4	4	7	7	6	6	6	6	4	2	2	3	4	2	F	F	T	T	F	F		6	6	4	6	6	1	6	1	4	4	5	5	2	6	5	5	4	4	2		2		3	1	1	F		F	F	F	T	"bespoke scripting in matlab, python; nilearn; qMRLab"	2	2	1	T	F	F	F	F	F		F	37	1	2	2		9	7	"Pediatrics"		3		1	2	T	F	T			95	26	3	16	30		22		427	50	4	52	13	48	31	47	6	7	72	27	536		2020-12-15 15:37:08	T	F	20	20	3	1	1.13	17
